CustomerID,Age,Subscription_Duration_Months,Contract_Type,Monthly_Logins,Last_Purchase_Days_Ago,App_Usage_Time_Min,Monthly_Spend,Discount_Usage_Percentage,Customer_Support_Calls,Satisfaction_Score,Is_Churn
CUST-01982,57,56,Annual,13,6,25.8,107.29,0.05,3,3,1
CUST-01983,18,28,Monthly,12,5,18.7,37.31,0.53,2,4,0
CUST-01984,23,10,Annual,5,8,9.2,118.99,0.09,3,4,0
CUST-01985,38,51,Monthly,9,2,7.8,77.36,0.43,1,5,0
CUST-01986,37,2,Monthly,14,17,37.0,83.85,0.34,0,4,0
CUST-01987,35,43,Monthly,8,4,29.8,83.16,0.23,2,4,0
CUST-01988,50,57,Monthly,9,12,28.8,208.7,0.27,2,4,0
CUST-01989,34,6,Monthly,14,22,1.0,147.89,0.06,0,5,0
CUST-01990,27,42,Annual,14,3,27.5,122.32,0.45,1,4,0
CUST-01991,28,8,Monthly,10,16,6.7,50.59,0.31,5,3,1
CUST-01992,31,16,Monthly,10,15,14.3,106.13,0.38,2,5,0
CUST-01993,68,40,Annual,9,6,28.3,31.96,0.08,0,5,0
CUST-01994,65,34,Monthly,11,10,17.8,494.55,0.24,2,4,0
CUST-01995,32,51,Monthly,14,12,12.9,28.01,0.28,5,3,1
CUST-01996,35,50,Monthly,10,0,13.7,121.06,0.31,0,4,0
CUST-01997,69,47,Monthly,13,29,34.7,39.88,0.41,0,5,0
CUST-01998,69,12,Monthly,7,2,33.2,529.9,0.31,1,5,0
CUST-01999,61,15,Monthly,8,11,5.4,185.7,0.1,3,4,0
CUST-02000,29,19,Monthly,12,4,29.1,91.95,0.61,0,5,0
CUST-02001,58,42,Annual,9,7,27.3,75.17,0.17,1,4,0
CUST-02002,41,52,Monthly,14,23,26.9,313.18,0.2,1,5,0
CUST-02003,34,29,Monthly,13,11,20.8,61.5,0.05,1,4,0
CUST-02004,55,56,Annual,13,0,29.7,55.25,0.18,2,4,0
CUST-02005,52,42,Monthly,13,21,43.3,74.75,0.27,1,5,0
CUST-02006,63,24,Monthly,11,1,11.1,62.74,0.53,2,4,1
CUST-02007,66,51,Monthly,9,2,5.4,106.5,0.43,1,5,0
CUST-02008,57,4,Annual,19,3,17.4,110.56,0.19,2,4,0
CUST-02009,26,12,Annual,12,5,17.7,95.66,0.34,1,5,0
CUST-02010,38,58,Monthly,17,34,30.1,57.83,0.49,2,4,0
CUST-02011,50,39,Annual,14,14,11.8,158.96,0.06,2,4,0
CUST-02012,68,59,Annual,14,36,16.0,242.78,0.19,1,4,0
CUST-02013,19,54,Annual,13,26,24.9,73.58,0.26,1,5,0
CUST-02014,37,35,Annual,8,8,16.1,66.89,0.6,0,5,0
CUST-02015,51,46,Monthly,13,5,9.6,155.78,0.3,2,4,0
CUST-02016,49,9,Monthly,10,13,13.2,35.78,0.22,2,5,0
CUST-02017,28,11,Annual,9,14,18.5,39.9,0.2,1,5,0
CUST-02018,26,1,Monthly,9,63,9.3,155.92,0.19,1,5,0
CUST-02019,67,34,Annual,16,28,20.5,79.19,0.29,1,4,0
CUST-02020,22,11,Monthly,10,12,14.1,88.88,0.26,1,5,0
CUST-02021,68,18,Monthly,12,90,10.7,22.99,0.14,0,5,0
CUST-02022,66,2,Monthly,18,40,11.5,36.33,0.46,3,4,1
CUST-02023,26,12,Annual,14,12,13.6,90.73,0.39,0,5,0
CUST-02024,50,18,Annual,10,1,26.2,300.94,0.44,2,5,0
CUST-02025,35,36,Annual,8,18,25.5,254.59,0.49,2,5,0
CUST-02026,28,28,Monthly,11,24,20.0,49.36,0.32,0,4,0
CUST-02027,33,1,Monthly,14,7,15.2,101.32,0.46,2,4,0
CUST-02028,53,21,Monthly,13,20,10.7,137.88,0.1,3,4,1
CUST-02029,61,41,Annual,14,7,26.3,28.98,0.09,1,5,0
CUST-02030,59,39,Annual,9,23,31.0,48.63,0.19,1,4,0
CUST-02031,47,49,Annual,11,8,15.6,423.34,0.33,1,4,0
CUST-02032,30,8,Monthly,6,4,29.5,35.89,0.1,2,4,0
CUST-02033,60,40,Annual,12,26,28.0,36.16,0.32,2,4,0
CUST-02034,61,4,Monthly,9,3,11.8,35.33,0.53,0,5,0
CUST-02035,54,26,Monthly,17,29,2.6,144.39,0.17,2,4,1
CUST-02036,20,34,Annual,10,5,22.5,114.51,0.62,0,5,0
CUST-02037,56,2,Monthly,16,7,28.3,176.75,0.31,0,5,0
CUST-02038,62,18,Monthly,7,19,10.4,42.12,0.37,1,5,0
CUST-02039,32,22,Monthly,12,12,3.4,173.68,0.11,2,5,0
CUST-02040,49,25,Annual,10,22,16.8,55.34,0.37,3,4,0
CUST-02041,21,52,Monthly,11,2,34.6,613.58,0.14,3,3,0
CUST-02042,66,46,Annual,12,5,20.6,76.3,0.33,0,4,0
CUST-02043,35,27,Monthly,10,18,43.6,41.65,0.13,2,4,0
CUST-02044,51,13,Monthly,13,10,23.1,60.91,0.19,1,5,0
CUST-02045,30,40,Monthly,13,4,24.0,45.39,0.17,1,5,0
CUST-02046,63,13,Annual,16,6,22.3,65.29,0.36,1,5,0
CUST-02047,62,45,Monthly,13,82,16.2,87.27,0.03,1,5,0
CUST-02048,22,31,Monthly,15,6,28.0,38.65,0.41,1,4,0
CUST-02049,49,13,Monthly,11,49,31.9,846.71,0.53,0,5,0
CUST-02050,42,17,Monthly,14,19,2.9,204.09,0.38,1,4,0
CUST-02051,48,53,Annual,13,9,16.4,101.01,0.14,2,4,0
CUST-02052,65,9,Monthly,8,4,15.6,189.19,0.25,4,4,0
CUST-02053,23,23,Annual,12,53,1.0,51.07,0.05,0,5,0
CUST-02054,37,15,Monthly,10,35,4.4,372.8,0.26,1,4,0
CUST-02055,37,26,Monthly,12,2,21.8,107.05,0.5,3,4,1
CUST-02056,61,44,Monthly,13,14,23.5,207.45,0.36,5,3,1
CUST-02057,48,37,Annual,8,7,13.0,144.23,0.59,3,4,0
CUST-02058,56,10,Annual,6,45,29.7,165.09,0.13,0,4,0
CUST-02059,33,51,Annual,12,36,11.3,315.27,0.22,2,3,0
CUST-02060,66,26,Monthly,8,32,7.7,49.02,0.22,0,4,0
CUST-02061,60,54,Annual,10,0,17.8,92.83,0.55,2,5,0
CUST-02062,63,32,Monthly,25,17,10.9,112.27,0.22,2,4,0
CUST-02063,44,49,Monthly,12,5,11.3,33.81,0.19,1,4,0
CUST-02064,32,55,Monthly,13,60,30.3,238.53,0.34,2,5,1
CUST-02065,29,58,Annual,5,7,23.8,63.69,0.13,0,5,0
CUST-02066,31,38,Monthly,9,25,19.5,240.84,0.12,1,5,0
CUST-02067,39,33,Annual,11,8,14.4,192.03,0.13,1,5,0
CUST-02068,35,50,Monthly,8,31,25.4,41.75,0.06,1,5,0
CUST-02069,53,56,Monthly,16,25,5.0,113.38,0.17,0,5,0
CUST-02070,53,43,Monthly,21,17,19.2,128.69,0.11,2,5,0
CUST-02071,55,53,Annual,15,13,9.4,74.38,0.37,2,4,0
CUST-02072,21,22,Annual,12,6,24.8,38.31,0.27,2,4,0
CUST-02073,64,49,Annual,14,11,19.0,102.96,0.3,3,4,0
CUST-02074,65,19,Annual,9,17,27.8,21.39,0.13,1,4,0
CUST-02075,50,60,Annual,9,2,22.0,41.25,0.26,1,5,0
CUST-02076,25,34,Monthly,10,10,16.8,83.58,0.25,2,4,0
CUST-02077,62,30,Monthly,14,15,21.6,344.34,0.49,2,5,0
CUST-02078,24,27,Monthly,20,5,7.0,46.38,0.06,0,5,0
CUST-02079,40,21,Monthly,12,0,25.1,60.8,0.18,0,5,0
CUST-02080,38,50,Monthly,17,3,1.0,211.7,0.16,3,4,0
CUST-02081,66,40,Monthly,16,25,14.3,284.01,0.36,3,4,0
CUST-02082,34,40,Monthly,17,36,6.6,11.54,0.05,1,5,0
CUST-02083,21,16,Annual,14,19,29.3,240.4,0.12,1,4,0
CUST-02084,67,35,Monthly,13,3,14.6,84.06,0.28,2,4,0
CUST-02085,66,5,Monthly,8,3,29.9,50.23,0.33,1,5,0
CUST-02086,54,16,Annual,11,19,1.0,34.57,0.25,1,5,0
CUST-02087,34,10,Annual,9,12,25.5,88.75,0.16,2,5,0
CUST-02088,60,51,Monthly,9,20,15.7,91.15,0.36,4,3,1
CUST-02089,38,34,Annual,12,4,49.5,82.11,0.46,1,5,0
CUST-02090,23,7,Monthly,12,0,19.3,67.71,0.28,2,5,0
CUST-02091,18,56,Monthly,15,3,3.9,134.05,0.25,1,5,0
CUST-02092,69,36,Monthly,18,0,1.0,120.78,0.19,0,5,0
CUST-02093,43,32,Monthly,14,9,10.4,119.15,0.05,3,4,0
CUST-02094,27,22,Monthly,14,8,21.0,43.1,0.13,1,5,0
CUST-02095,54,7,Annual,16,9,34.5,31.22,0.22,0,4,0
CUST-02096,25,19,Annual,17,4,14.8,70.52,0.38,0,5,0
CUST-02097,51,18,Annual,18,52,18.6,86.76,0.33,1,5,0
CUST-02098,60,52,Monthly,9,5,1.0,38.7,0.4,2,4,0
CUST-02099,57,5,Monthly,15,7,1.0,108.5,0.16,0,5,0
CUST-02100,69,26,Annual,9,14,14.3,132.34,0.18,1,4,0
CUST-02101,57,6,Annual,8,39,13.4,92.5,0.23,2,4,0
CUST-02102,49,27,Annual,16,15,8.3,67.11,0.13,3,4,0
CUST-02103,39,58,Monthly,12,11,13.4,69.8,0.24,1,5,0
CUST-02104,25,32,Monthly,12,7,16.0,55.64,0.37,1,5,0
CUST-02105,52,1,Monthly,15,30,7.4,94.3,0.61,0,5,0
CUST-02106,63,18,Monthly,13,1,9.1,164.46,0.16,2,4,0
CUST-02107,20,39,Monthly,17,12,17.6,187.06,0.36,0,4,0
CUST-02108,64,14,Annual,8,43,32.2,25.02,0.4,2,3,0
CUST-02109,28,55,Monthly,11,16,29.7,75.84,0.17,0,5,0
CUST-02110,44,1,Annual,11,13,34.7,396.52,0.8,1,5,0
CUST-02111,39,46,Annual,13,21,11.9,69.98,0.18,3,3,0
CUST-02112,44,9,Monthly,13,17,25.6,57.6,0.32,1,5,0
CUST-02113,43,49,Monthly,11,30,6.2,31.64,0.31,1,5,0
CUST-02114,28,54,Annual,14,7,29.6,22.29,0.63,2,4,0
CUST-02115,60,55,Annual,18,31,7.9,154.51,0.33,2,4,0
CUST-02116,40,8,Annual,6,12,4.9,120.3,0.07,1,5,0
CUST-02117,23,46,Monthly,13,23,1.5,100.95,0.16,0,5,0
CUST-02118,48,54,Monthly,13,2,23.0,405.91,0.31,3,3,0
CUST-02119,18,39,Monthly,11,1,30.1,285.54,0.19,2,4,0
CUST-02120,68,25,Annual,5,1,22.5,41.87,0.11,1,5,0
CUST-02121,59,28,Annual,10,17,34.5,32.99,0.4,3,5,0
CUST-02122,36,35,Monthly,15,6,23.3,74.29,0.22,1,4,0
CUST-02123,34,7,Monthly,11,16,27.8,49.24,0.34,1,4,0
CUST-02124,31,60,Monthly,11,0,25.9,54.48,0.3,3,3,0
CUST-02125,50,9,Monthly,10,13,30.1,78.85,0.26,2,3,0
CUST-02126,47,27,Annual,13,25,10.5,142.16,0.3,2,4,0
CUST-02127,67,59,Annual,13,9,3.4,254.27,0.21,2,4,0
CUST-02128,62,21,Monthly,8,2,36.1,49.74,0.43,5,4,1
CUST-02129,24,36,Monthly,18,1,8.2,35.65,0.57,2,4,0
CUST-02130,18,35,Monthly,12,42,31.6,20.13,0.08,2,4,0
CUST-02131,21,18,Monthly,13,30,6.9,56.4,0.19,2,4,0
CUST-02132,48,26,Monthly,10,32,5.4,64.42,0.07,0,5,0
CUST-02133,58,27,Monthly,11,38,30.1,109.5,0.53,0,4,0
CUST-02134,46,3,Annual,9,8,14.9,94.97,0.51,1,4,0
CUST-02135,31,5,Monthly,13,44,12.4,61.79,0.09,4,3,1
CUST-02136,27,26,Monthly,12,31,12.3,90.04,0.2,5,3,1
CUST-02137,63,35,Annual,14,65,15.6,281.1,0.21,0,5,0
CUST-02138,69,33,Monthly,11,1,12.0,39.99,0.45,3,4,0
CUST-02139,56,43,Monthly,14,1,16.7,123.82,0.15,2,3,0
CUST-02140,28,35,Monthly,9,21,16.2,226.37,0.6,0,5,0
CUST-02141,37,4,Monthly,10,7,18.1,50.54,0.38,2,4,0
CUST-02142,37,29,Monthly,11,14,39.4,145.31,0.28,2,4,0
CUST-02143,48,24,Annual,10,34,28.3,106.31,0.03,2,5,0
CUST-02144,63,37,Monthly,16,2,35.5,348.57,0.64,1,5,0
CUST-02145,24,3,Monthly,11,1,24.5,515.3,0.18,2,5,0
CUST-02146,55,24,Monthly,13,12,30.2,39.84,0.18,1,5,0
CUST-02147,40,6,Monthly,16,14,1.3,65.7,0.05,2,4,1
CUST-02148,56,50,Annual,11,3,1.0,68.49,0.21,3,5,0
CUST-02149,67,45,Monthly,13,29,31.7,83.4,0.42,2,4,0
CUST-02150,18,14,Monthly,17,24,4.5,85.01,0.38,2,5,0
CUST-02151,19,21,Monthly,14,10,9.1,23.29,0.4,0,5,0
CUST-02152,55,17,Annual,14,21,45.1,42.1,0.58,0,5,0
CUST-02153,43,5,Annual,13,61,20.3,203.12,0.24,1,4,0
CUST-02154,62,7,Monthly,12,7,27.8,19.52,0.48,3,4,0
CUST-02155,54,54,Monthly,15,8,11.2,30.29,0.2,0,5,0
CUST-02156,26,46,Annual,16,1,32.3,46.1,0.16,1,5,0
CUST-02157,62,36,Monthly,11,2,12.7,45.67,0.27,0,5,0
CUST-02158,37,41,Annual,18,12,22.7,94.48,0.11,2,5,0
CUST-02159,32,15,Annual,11,20,19.6,41.3,0.11,2,4,0
CUST-02160,46,15,Monthly,17,0,30.0,27.06,0.33,0,5,0
CUST-02161,24,33,Annual,14,4,31.1,345.59,0.17,0,5,0
CUST-02162,62,47,Monthly,17,4,26.7,116.32,0.27,4,3,1
CUST-02163,63,10,Monthly,11,3,26.4,56.76,0.17,4,4,1
CUST-02164,56,4,Monthly,13,13,15.5,205.31,0.26,1,5,0
CUST-02165,21,39,Monthly,11,17,18.8,45.77,0.2,4,4,1
CUST-02166,44,7,Annual,12,13,10.6,295.32,0.19,1,4,0
CUST-02167,62,40,Monthly,12,3,21.1,86.1,0.26,2,4,0
CUST-02168,23,6,Annual,13,5,24.9,121.77,0.53,0,5,0
CUST-02169,40,26,Monthly,7,11,21.1,75.08,0.32,3,3,1
CUST-02170,47,44,Monthly,14,22,44.0,12.84,0.31,1,4,0
CUST-02171,60,60,Monthly,8,10,23.6,69.15,0.03,1,4,0
CUST-02172,41,7,Annual,12,35,31.0,120.07,0.47,0,5,0
CUST-02173,18,55,Monthly,17,15,19.0,13.85,0.64,2,4,0
CUST-02174,49,18,Annual,13,2,6.7,54.72,0.12,1,4,0
CUST-02175,57,1,Monthly,12,46,17.4,131.75,0.28,2,3,1
CUST-02176,49,1,Monthly,13,51,10.9,19.6,0.09,2,4,0
CUST-02177,60,50,Monthly,10,40,18.0,13.18,0.3,2,5,0
CUST-02178,18,40,Monthly,5,2,7.0,65.05,0.4,1,4,0
CUST-02179,45,11,Monthly,8,7,23.4,102.38,0.61,2,4,0
CUST-02180,65,52,Annual,10,6,43.8,84.77,0.12,0,5,0
CUST-02181,43,60,Annual,9,4,7.3,76.1,0.3,2,4,0
CUST-02182,34,3,Annual,8,1,31.3,25.53,0.15,2,5,0
CUST-02183,47,51,Monthly,11,19,13.0,499.81,0.1,1,4,0
CUST-02184,46,15,Monthly,13,10,12.5,26.44,0.15,2,5,0
CUST-02185,52,59,Monthly,12,12,7.8,23.17,0.43,1,4,0
CUST-02186,18,17,Monthly,13,7,27.0,18.73,0.34,1,5,0
CUST-02187,56,54,Monthly,10,33,5.7,37.46,0.28,0,5,0
CUST-02188,40,12,Annual,12,8,33.0,233.88,0.25,2,5,0
CUST-02189,57,54,Monthly,7,0,33.1,107.12,0.31,1,5,0
CUST-02190,47,25,Annual,11,0,29.7,113.68,0.34,1,5,0
CUST-02191,50,16,Annual,20,39,17.5,56.97,0.7,3,4,0
CUST-02192,55,42,Annual,14,4,23.3,98.19,0.16,2,4,0
CUST-02193,31,12,Monthly,11,3,23.9,219.1,0.31,1,5,0
CUST-02194,30,20,Monthly,7,14,12.7,40.48,0.44,1,5,0
CUST-02195,43,49,Monthly,11,12,42.6,187.61,0.16,2,4,0
CUST-02196,45,26,Annual,9,0,14.5,133.47,0.25,4,3,1
CUST-02197,27,58,Monthly,13,27,11.2,500.09,0.17,2,5,0
CUST-02198,31,10,Annual,9,49,13.9,96.85,0.48,6,1,1
CUST-02199,31,40,Monthly,8,25,13.8,111.39,0.12,2,3,0
CUST-02200,53,18,Monthly,8,7,16.6,100.85,0.42,1,4,0
CUST-02201,28,56,Monthly,8,5,27.0,165.22,0.32,0,5,0
CUST-02202,29,8,Monthly,9,1,8.7,311.92,0.35,0,5,0
CUST-02203,62,15,Annual,10,55,27.1,311.23,0.52,1,5,0
CUST-02204,39,3,Annual,12,3,16.8,88.2,0.05,1,4,0
CUST-02205,62,2,Monthly,13,2,24.3,372.55,0.28,0,5,0
CUST-02206,39,30,Annual,12,11,16.0,363.85,0.21,1,5,0
CUST-02207,34,4,Monthly,17,10,17.2,50.73,0.15,0,5,0
CUST-02208,31,47,Annual,19,45,18.8,102.62,0.7,3,4,0
CUST-02209,50,27,Monthly,10,12,23.0,316.72,0.61,2,4,0
CUST-02210,54,8,Monthly,11,6,26.6,493.42,0.09,0,5,0
CUST-02211,32,60,Annual,9,1,13.5,27.18,0.37,3,3,0
CUST-02212,28,5,Annual,11,18,29.5,1084.91,0.16,0,5,0
CUST-02213,37,48,Monthly,13,10,18.3,61.31,0.11,1,4,0
CUST-02214,59,55,Annual,11,0,26.8,95.71,0.34,3,4,0
CUST-02215,29,54,Monthly,15,23,21.2,18.36,0.02,2,4,0
CUST-02216,45,29,Annual,11,3,26.7,133.75,0.58,1,4,0
CUST-02217,31,22,Monthly,13,35,16.7,53.39,0.06,3,4,0
CUST-02218,61,35,Annual,13,13,10.9,61.74,0.1,1,4,0
CUST-02219,43,48,Monthly,13,8,16.6,150.12,0.3,1,4,0
CUST-02220,38,49,Annual,10,21,12.5,35.41,0.44,4,3,1
CUST-02221,40,20,Monthly,10,4,19.2,59.22,0.25,1,4,0
CUST-02222,49,44,Monthly,9,22,37.2,77.01,0.27,1,5,0
CUST-02223,44,36,Monthly,9,5,28.4,113.92,0.26,1,5,0
CUST-02224,52,60,Annual,13,6,16.1,72.12,0.34,1,5,0
CUST-02225,23,29,Annual,11,14,5.9,49.76,0.16,2,4,0
CUST-02226,43,7,Annual,13,11,31.9,17.19,0.19,0,5,0
CUST-02227,31,54,Monthly,14,10,8.8,151.4,0.33,2,4,0
CUST-02228,30,11,Annual,17,15,28.1,71.63,0.03,5,3,1
CUST-02229,20,45,Monthly,11,10,10.1,227.78,0.01,1,5,0
CUST-02230,32,24,Annual,17,20,37.3,56.18,0.37,0,5,0
CUST-02231,67,46,Monthly,10,0,8.8,21.88,0.18,2,5,0
CUST-02232,60,30,Monthly,13,1,11.5,290.14,0.14,0,5,0
CUST-02233,37,60,Monthly,22,6,14.6,310.71,0.37,2,4,0
CUST-02234,34,31,Annual,10,30,25.6,39.47,0.27,1,4,0
CUST-02235,19,24,Monthly,7,9,30.6,49.53,0.17,0,5,0
CUST-02236,28,13,Annual,11,1,13.8,35.84,0.38,2,5,0
CUST-02237,53,54,Monthly,10,31,24.9,208.02,0.33,2,4,0
CUST-02238,23,11,Annual,18,26,22.5,93.53,0.35,1,5,0
CUST-02239,22,60,Annual,20,38,21.1,127.93,0.41,2,4,0
CUST-02240,25,7,Monthly,14,9,22.2,21.41,0.5,1,4,0
CUST-02241,18,34,Monthly,4,6,25.8,65.17,0.32,0,5,0
CUST-02242,51,36,Monthly,13,23,17.4,70.66,0.34,1,5,0
CUST-02243,31,3,Annual,14,2,18.9,67.2,0.26,1,5,0
CUST-02244,21,57,Monthly,9,9,16.1,33.41,0.2,1,5,0
CUST-02245,53,16,Monthly,16,4,19.9,113.09,0.48,2,4,1
CUST-02246,61,57,Annual,13,0,27.6,42.08,0.34,4,3,0
CUST-02247,64,57,Monthly,8,1,13.6,52.9,0.18,2,4,0
CUST-02248,64,3,Monthly,13,5,26.7,148.88,0.02,0,5,0
CUST-02249,38,56,Monthly,18,10,2.2,156.78,0.35,2,4,0
CUST-02250,20,14,Monthly,7,5,42.8,540.22,0.47,1,4,0
CUST-02251,61,29,Monthly,10,3,26.1,59.48,0.25,1,5,0
CUST-02252,20,2,Annual,11,1,18.6,127.07,0.37,1,3,0
CUST-02253,54,25,Annual,14,7,8.6,44.99,0.24,1,4,0
CUST-02254,47,2,Annual,13,10,31.3,225.38,0.62,1,5,0
CUST-02255,62,58,Monthly,11,6,18.7,103.76,0.02,0,5,0
CUST-02256,56,17,Annual,17,2,16.9,226.02,0.03,5,3,1
CUST-02257,31,24,Monthly,15,60,8.9,145.18,0.14,2,4,0
CUST-02258,30,22,Monthly,14,0,17.7,282.99,0.46,2,4,0
CUST-02259,24,60,Monthly,12,12,32.6,115.56,0.16,0,5,0
CUST-02260,41,27,Monthly,15,20,27.3,99.55,0.09,3,4,0
CUST-02261,20,13,Annual,11,7,17.1,68.37,0.28,2,4,0
CUST-02262,49,51,Monthly,10,20,1.0,26.88,0.29,2,4,0
CUST-02263,32,55,Monthly,12,9,13.9,137.05,0.21,3,5,0
CUST-02264,63,38,Monthly,12,21,29.7,59.15,0.42,1,4,0
CUST-02265,69,34,Annual,11,12,23.3,308.49,0.08,1,5,0
CUST-02266,43,3,Monthly,12,4,8.6,72.71,0.34,2,4,0
CUST-02267,53,1,Monthly,14,0,10.6,275.51,0.35,0,5,0
CUST-02268,44,34,Annual,15,37,1.0,142.71,0.19,2,3,0
CUST-02269,51,25,Annual,6,37,9.5,56.94,0.14,0,5,0
CUST-02270,28,29,Monthly,12,22,18.5,197.56,0.17,2,4,0
CUST-02271,34,59,Monthly,11,1,13.7,34.18,0.31,1,5,0
CUST-02272,34,26,Annual,14,21,14.5,104.64,0.27,1,5,0
CUST-02273,26,5,Annual,10,18,23.9,55.74,0.11,1,5,0
CUST-02274,35,20,Monthly,14,3,23.4,169.21,0.47,0,5,0
CUST-02275,67,47,Monthly,14,35,13.1,10.0,0.57,1,5,0
CUST-02276,65,15,Annual,17,15,1.0,12.6,0.16,2,5,0
CUST-02277,18,21,Monthly,10,34,16.6,120.7,0.55,0,5,0
CUST-02278,21,52,Annual,18,4,25.4,160.02,0.21,3,4,0
CUST-02279,62,17,Monthly,7,1,24.8,30.36,0.31,0,5,0
CUST-02280,31,46,Annual,15,7,23.5,168.48,0.15,1,4,0
CUST-02281,23,46,Annual,16,0,24.9,185.22,0.39,2,4,0
CUST-02282,41,28,Annual,9,4,15.9,144.26,0.2,4,3,0
CUST-02283,67,5,Annual,8,0,32.7,73.97,0.29,4,3,0
CUST-02284,53,18,Annual,17,54,24.1,135.74,0.32,1,5,0
CUST-02285,51,43,Monthly,12,34,25.5,56.13,0.39,0,4,0
CUST-02286,66,39,Monthly,8,52,30.0,141.6,0.34,3,3,0
CUST-02287,44,59,Annual,16,13,19.7,73.05,0.2,0,5,0
CUST-02288,46,14,Monthly,14,9,19.3,171.99,0.07,1,4,0
CUST-02289,57,51,Annual,14,13,1.0,60.94,0.55,5,4,0
CUST-02290,53,14,Annual,14,47,20.5,105.92,0.28,1,4,0
CUST-02291,39,16,Annual,12,12,23.4,31.02,0.48,1,4,0
CUST-02292,42,57,Monthly,6,0,25.2,48.59,0.31,3,3,0
CUST-02293,63,45,Annual,6,12,4.8,424.41,0.47,0,4,0
CUST-02294,32,9,Annual,10,17,27.6,209.13,0.31,3,4,1
CUST-02295,47,27,Monthly,9,11,21.6,65.4,0.5,1,3,0
CUST-02296,40,57,Monthly,8,6,14.7,94.58,0.12,0,5,0
CUST-02297,41,32,Annual,14,2,14.9,28.89,0.46,1,5,0
CUST-02298,56,47,Monthly,19,6,1.0,126.86,0.41,3,5,0
CUST-02299,62,36,Monthly,12,20,23.3,48.91,0.37,0,5,0
CUST-02300,55,34,Monthly,13,4,18.8,112.69,0.07,0,5,0
CUST-02301,34,8,Monthly,10,22,20.0,43.62,0.03,2,5,0
CUST-02302,48,52,Monthly,12,11,27.2,160.14,0.19,3,4,0
CUST-02303,43,55,Annual,15,7,38.4,132.62,0.38,5,2,0
CUST-02304,29,1,Monthly,11,57,30.2,40.94,0.21,2,4,1
CUST-02305,64,33,Annual,9,63,19.1,137.99,0.26,1,4,0
CUST-02306,21,22,Annual,12,2,20.4,27.47,0.45,1,5,0
CUST-02307,63,11,Monthly,10,8,21.6,58.1,0.35,0,5,0
CUST-02308,65,52,Annual,13,15,31.7,243.13,0.26,3,5,0
CUST-02309,49,42,Annual,8,6,18.9,83.87,0.35,1,5,0
CUST-02310,66,36,Monthly,14,1,16.2,109.91,0.45,1,4,0
CUST-02311,63,50,Annual,13,27,36.9,210.8,0.26,1,5,0
CUST-02312,42,26,Monthly,12,1,3.0,92.0,0.16,1,4,0
CUST-02313,51,16,Monthly,10,11,17.3,64.14,0.1,1,5,0
CUST-02314,68,22,Monthly,7,22,13.3,148.71,0.53,2,4,0
CUST-02315,48,33,Annual,13,3,22.8,41.64,0.32,1,4,0
CUST-02316,62,8,Monthly,7,7,20.2,167.39,0.7,5,2,1
CUST-02317,45,22,Annual,15,2,20.2,158.81,0.39,0,4,0
CUST-02318,50,16,Monthly,19,3,15.9,82.13,0.29,1,5,0
CUST-02319,54,14,Annual,11,16,13.3,208.41,0.16,3,4,0
CUST-02320,22,56,Annual,14,2,12.4,79.42,0.63,0,5,0
CUST-02321,22,50,Annual,12,18,29.2,70.56,0.45,0,5,0
CUST-02322,66,22,Monthly,12,0,23.8,91.03,0.08,2,4,0
CUST-02323,63,53,Monthly,10,20,30.3,84.0,0.32,1,4,0
CUST-02324,35,4,Annual,13,7,10.9,67.71,0.23,1,5,0
CUST-02325,31,1,Annual,7,34,20.1,148.75,0.01,0,5,0
CUST-02326,25,29,Monthly,15,13,15.3,449.44,0.46,2,5,0
CUST-02327,43,35,Annual,17,4,10.2,255.72,0.3,1,5,0
CUST-02328,66,48,Monthly,14,0,20.8,90.37,0.5,1,5,0
CUST-02329,35,3,Monthly,8,31,11.3,46.37,0.34,2,4,0
CUST-02330,59,59,Monthly,14,29,31.4,15.18,0.29,4,3,0
CUST-02331,32,26,Annual,10,6,26.3,230.49,0.59,1,4,0
CUST-02332,42,11,Monthly,12,11,8.9,140.39,0.11,0,5,0
CUST-02333,39,33,Monthly,8,1,24.7,37.12,0.04,1,4,0
CUST-02334,27,42,Monthly,11,13,10.1,27.36,0.46,1,5,0
CUST-02335,41,25,Monthly,11,5,21.4,72.61,0.05,1,5,0
CUST-02336,46,24,Monthly,13,18,6.6,27.26,0.21,2,4,0
CUST-02337,48,41,Annual,12,19,27.9,368.09,0.36,1,5,0
CUST-02338,25,53,Monthly,15,19,22.9,85.66,0.32,0,5,0
CUST-02339,58,8,Annual,11,10,6.5,26.7,0.01,1,4,0
CUST-02340,46,36,Annual,10,45,14.1,22.61,0.12,1,4,0
CUST-02341,43,11,Annual,5,40,19.1,23.45,0.5,0,5,0
CUST-02342,32,10,Annual,9,0,31.1,87.81,0.22,2,3,0
CUST-02343,69,14,Annual,13,0,25.0,28.98,0.07,2,5,0
CUST-02344,46,7,Annual,8,20,16.3,55.76,0.1,4,3,1
CUST-02345,68,47,Annual,9,0,14.2,76.07,0.35,1,5,0
CUST-02346,50,30,Monthly,11,2,26.0,45.82,0.12,1,4,0
CUST-02347,39,45,Monthly,9,11,48.1,226.56,0.08,3,4,0
CUST-02348,56,52,Monthly,8,10,19.5,63.83,0.42,0,5,0
CUST-02349,60,40,Monthly,7,26,31.8,148.3,0.25,6,2,1
CUST-02350,55,53,Annual,10,1,1.7,77.21,0.33,2,4,0
